"sig1","sig2","n11","n10","n01","n00","n","phi","log_OR","p_value","p_adj"
"C_ID1/InsDel1c","ID_L/InsDel_L",8,565,20,6382,6975,0.0470641122219621,1.54324613091137,0.00139919182103627,0.00676800088714738
"C_ID10/InsDel10","C_ID13/InsDel13",1,183,339,6452,6975,-0.0331071587389594,-1.86200057479244,0.00155479641047302,0.0074786575945099
"C_ID1/InsDel1c","C_ID2/InsDel2b",17,556,77,6325,6975,0.0420113543026169,0.942600135709292,0.00178179908846083,0.00852293897313762
"C_ID9/InsDel9","ID_J/InsDel_J",6,1135,98,5736,6975,-0.0352198662654165,-1.09847818558287,0.00187571112261391,0.00892258163851147
"C_ID1/InsDel1b","ID_N/InsDel_N_alpha",6,147,54,6768,6975,0.0496450376182997,1.69980807507836,0.00190383104924637,0.00900658534835781
"C_ID1/InsDel1b","ID_A/InsDel_A_beta",10,143,144,6678,6975,0.0441106237514523,1.21840940482848,0.00197690893772669,0.00930119451028788
"C_ID3/InsDel3b","C_ID12/InsDel12",2,785,89,6099,6975,-0.0330159435326005,-1.52830627151354,0.00235962058657477,0.0110414854621787
"C_ID1/InsDel1b","C_ID5/InsDel5b",6,147,57,6765,6975,0.0477782782578658,1.64578050102211,0.00244845681411535,0.0113952503619098
"C_ID23/InsDel23","ID_N/InsDel_N_beta",16,59,2624,4276,6975,-0.0355027546425561,-0.794371415316567,0.00261976462321417,0.0121269749493946
"C_ID4/InsDel4","C_ID10/InsDel10",34,739,150,6052,6975,0.0387808366345898,0.629248646509743,0.00264583604754917,0.0121821649034216
"C_ID18/InsDel18","C_ID19/InsDel19b",14,69,2197,4695,6975,-0.0349795429113606,-0.807893850458882,0.00283273074151391,0.0129046622668967
"C_ID3/InsDel3b","ID_J/InsDel_J",3,784,101,6087,6975,-0.0326581905230359,-1.31834963476872,0.00281886963553966,0.0129046622668967
"C_ID5/InsDel5a","ID_C/InsDel_C",1,1172,46,5756,6975,-0.0323489112935165,-1.84279577469186,0.00285778482688672,0.0129502775576288
"C_ID1/InsDel1b","ID_C/InsDel_C",5,148,42,6780,6975,0.0474869634070306,1.7764651825933,0.00347287580461674,0.0155736774363282
"C_ID4/InsDel4","C_ID17/InsDel17",12,761,34,6168,6975,0.0389452327903232,1.07669012344724,0.0034680910908719,0.0155736774363282
"C_ID1/InsDel1c","C_ID2/InsDel2a",8,565,230,6172,6975,-0.0332229372651136,-0.910035773277273,0.0036261905446867,0.0161769433107526
"C_ID9/InsDel9","C_ID11/InsDel11",7,1134,7,5827,6975,0.0407870903477268,1.63639606669002,0.00364770255148128,0.0161890303960071
"C_ID6/InsDel6","ID_J/InsDel_J",2,667,102,6204,6975,-0.0320376863602493,-1.48408134276404,0.00372654944414362,0.0164541490841418
"C_ID5/InsDel5b","C_ID8/InsDel8",9,54,340,6572,6975,0.0406463770880756,1.21332552795177,0.00382566995484863,0.0168056215873708
"C_ID6/InsDel6","C_ID18/InsDel18",1,668,82,6224,6975,-0.0312539851752278,-1.77612118495263,0.00411865611271004,0.0180008269697632
"C_ID9/InsDel9","C_ID19/InsDel19b",403,738,1808,4026,6975,0.0344150585286135,0.195955125582016,0.00433667428900869,0.0188579624385681
"C_ID4/InsDel4","C_ID7/InsDel7",7,766,150,6052,6975,-0.0320198763259499,-0.932668073146321,0.00448883598523176,0.0194215466496711
"C_ID5/InsDel5c","ID_N/InsDel_N_beta",77,80,2563,4255,6975,0.0350265948533403,0.468859503628044,0.00451209037294404,0.0194245490555241
"C_ID19/InsDel19b","ID_K/InsDel_K",1,2210,21,4743,6975,-0.0328257403428283,-1.89903130145882,0.00454009693434443,0.0194478779127888
"C_ID19/InsDel19a","ID_B/InsDel_B",4,67,1220,5684,6975,-0.0317643151275636,-1.16956763936606,0.00456653052775848,0.0194642712099013
"C_ID1/InsDel1c","C_ID5/InsDel5b",12,561,51,6351,6975,0.0376624693377634,1.00998134692358,0.00460511739912649,0.0195320496583641
"C_ID3/InsDel3b","C_ID18/InsDel18",2,785,81,6107,6975,-0.0307782427485725,-1.43335994293644,0.00493277770835112,0.0207176663750747
"C_ID3/InsDel3b","ID_F/InsDel_F",2,785,81,6107,6975,-0.0307782427485725,-1.43335994293644,0.00493277770835112,0.0207176663750747
"C_ID1/InsDel1a","ID_C/InsDel_C",16,3796,31,3132,6975,-0.0340985917153421,-0.838875346808118,0.00496772044357012,0.0207631422423003
"C_ID2/InsDel2b","ID_F/InsDel_F",5,89,78,6803,6975,0.0445076841049791,1.67260330680017,0.00506995367013407,0.0210880681641808
"C_ID2/InsDel2a","ID_B/InsDel_B",26,212,1198,5539,6975,-0.032730940552806,-0.550963786286007,0.0053622652763946,0.0221966846296911
"C_ID10/InsDel10","ID_L/InsDel_L",4,180,24,6767,6975,0.0461412948388881,1.92956052294111,0.00584629044892127,0.0240844788350297
"C_ID23/InsDel23","ID_A/InsDel_A_beta",6,69,148,6752,6975,0.0410963324770107,1.44755855175486,0.00604053684196497,0.0247662010520564
"C_ID2/InsDel2b","ID_L/InsDel_L",3,91,25,6856,6975,0.0515724262574697,2.33069793048942,0.00608426275086391,0.0248272522677432
"C_ID4/InsDel4","ID_D/InsDel_D",31,742,140,6062,6975,0.0355844734158168,0.604634721626671,0.00612528312608291,0.0248767394884782
"C_ID11/InsDel11","ID_N/InsDel_N_alpha",2,12,58,6903,6975,0.0651975295050211,3.1613191416843,0.00619632139407507,0.0250471019732331
"C_ID8/InsDel8","ID_A/InsDel_A_alpha",3,346,216,6410,6975,-0.0300078323097238,-1.20701784758438,0.00694615682318011,0.0279469206764396
"ID_B/InsDel_B","ID_G/InsDel_G",16,1208,32,5719,6975,0.0345440259419318,0.876621759393034,0.00701083658092383,0.0280759548659322
"C_ID4/InsDel4","C_ID18/InsDel18",2,771,81,6121,6975,-0.0303189574295825,-1.41308651666191,0.00728368373734791,0.0288997774094772
"C_ID5/InsDel5c","C_ID13/InsDel13",1,156,339,6479,6975,-0.0298625252681163,-1.69866622299533,0.0072750027863146,0.0288997774094772
"C_ID1/InsDel1b","ID_I/InsDel_I",3,150,16,6806,6975,0.0485119154275418,2.26107282035243,0.00774829865871701,0.0306022254364924
"C_ID3/InsDel3b","C_ID6/InsDel6",55,732,614,5574,6975,-0.0315219300940215,-0.374931342937297,0.00828429095932634,0.0325697466483104
"C_ID1/InsDel1b","C_ID4/InsDel4",28,125,745,6077,6975,0.0344356539576405,0.615891900688252,0.00848661199944438,0.0332135133250983
"C_ID9/InsDel9","C_ID19/InsDel19a",4,1137,67,5767,6975,-0.0294021357428253,-1.08464436187941,0.0096030197607375,0.0374126697465837
"C_ID9/InsDel9","ID_L/InsDel_L",0,1141,28,5806,6975,-0.0280763065795865,-2.41641647511859,0.00974188341554342,0.0377827100035265
"C_ID8/InsDel8","ID_J/InsDel_J",0,349,104,6522,6975,-0.0282353836480344,-2.41582479662779,0.010128860388957,0.0391073936990671
"C_ID3/InsDel3b","C_ID5/InsDel5c",8,779,149,6039,6975,-0.0296774201143928,-0.819806411786968,0.0102656872241604,0.0393487832828937
"C_ID14/InsDel14","ID_A/InsDel_A_beta",1,320,153,6501,6975,-0.028345979045255,-1.61832953678844,0.0102827830878642,0.0393487832828937
"C_ID7/InsDel7","C_ID14/InsDel14",1,156,320,6498,6975,-0.0287169018540626,-1.63814651821113,0.0105345566005566,0.0401338638631825
"C_ID6/InsDel6","ID_A/InsDel_A_beta",6,663,148,6158,6975,-0.0290607387265989,-0.900723114731886,0.012055430286385,0.0457256628924118
"C_ID1/InsDel1a","ID_H/InsDel_H",17,3795,30,3133,6975,-0.0305784082268791,-0.74719136647599,0.0121337374581385,0.0458208243484968
"ID_B/InsDel_B","ID_F/InsDel_F",6,1218,77,5674,6975,-0.0297718405411601,-0.940113899781777,0.0125840153409406,0.0473136996006543
"C_ID8/InsDel8","ID_I/InsDel_I",4,345,15,6611,6975,0.0384726458606568,1.71481056564023,0.0131329161428599,0.0491627860826191
"C_ID1/InsDel1a","C_ID10/InsDel10",84,3728,100,3063,6975,-0.0297584458016873,-0.369854147954143,0.0133150421077946,0.0496287933108709
"C_ID1/InsDel1c","ID_E/InsDel_E",1,572,82,6320,6975,-0.0280161221875871,-1.60579232272525,0.0137936646066033,0.0511911432167477
"C_ID10/InsDel10","C_ID23/InsDel23",6,178,69,6722,6975,0.0348820428931759,1.25910221125417,0.0138816150883334,0.0512964403049571
"C_ID2/InsDel2a","ID_L/InsDel_L",4,234,24,6713,6975,0.0380253569343738,1.65982439485202,0.0142098634897629,0.052099265013271
"C_ID2/InsDel2a","C_ID8/InsDel8",4,234,345,6392,6975,-0.0286470444861549,-1.03549012715244,0.0142198923090809,0.052099265013271
"C_ID19/InsDel19b","ID_L/InsDel_L",3,2208,25,4739,6975,-0.0286316141856449,-1.2222973908125,0.0143127238377454,0.0522171831538083
"C_ID2/InsDel2c","ID_B/InsDel_B",8,88,1216,5663,6975,-0.0286188813684564,-0.804872196100422,0.0145053376770933,0.0526966064977946
"C_ID2/InsDel2a","C_ID2/InsDel2b",8,230,86,6651,6975,0.0328245616861813,1.04226855924569,0.0145741813873917,0.0527242444308581
"C_ID3/InsDel3b","C_ID8/InsDel8",54,733,295,5893,6975,0.0303909215187144,0.393309594906633,0.0147727170045858,0.0532188675353489
"C_ID3/InsDel3b","C_ID23/InsDel23",2,785,73,6115,6975,-0.0283934417708232,-1.32873332111289,0.0151586637254425,0.0540968188786195
"C_ID2/InsDel2c","C_ID8/InsDel8",0,96,349,6530,6975,-0.0271119003451359,-2.33495496156117,0.0151398550895269,0.0540968188786195
"C_ID14/InsDel14","ID_J/InsDel_J",0,321,104,6550,6975,-0.0270220201388371,-2.32803513404876,0.015204913087835,0.0540968188786195
"ID_I/InsDel_I","ID_N/InsDel_N_beta",2,17,2638,4318,6975,-0.0294425501409278,-1.4532126031807,0.0156729477812085,0.0555325433729238
"C_ID2/InsDel2a","ID_M/InsDel_M",2,236,4,6733,6975,0.0483605342306212,2.76111547405599,0.0158822801340144,0.0558410735131615
"ID_A/InsDel_A_alpha","ID_A/InsDel_A_beta",0,219,154,6602,6975,-0.027052884143962,-2.32948986524168,0.0158897363655337,0.0558410735131615
"C_ID12/InsDel12","C_ID23/InsDel23",4,87,71,6813,6975,0.0370144481834628,1.58940237090262,0.0163023223038367,0.0570581280634286
"C_ID5/InsDel5b","ID_N/InsDel_N_alpha",3,60,57,6855,6975,0.0403360746957019,1.93114118445198,0.016676555861888,0.058131638044881
"ID_E/InsDel_E","ID_N/InsDel_N_beta",21,62,2619,4273,6975,-0.0283921011252064,-0.57766391785094,0.0169062597870597,0.0586947164381387
"C_ID2/InsDel2a","ID_N/InsDel_N_beta",108,130,2532,4205,6975,0.029175765103956,0.32256318149742,0.0171678974556826,0.0593636936118182
"C_ID5/InsDel5a","ID_F/InsDel_F",6,1167,77,5725,6975,-0.0281328580361752,-0.888410588147368,0.0172387611400984,0.0593702933664988
"C_ID19/InsDel19b","ID_A/InsDel_A_alpha",86,2125,133,4631,6975,0.029293058100768,0.344916656992767,0.0179909599327227,0.0617140099684234
"C_ID9/InsDel9","C_ID23/InsDel23",5,1136,70,5764,6975,-0.027316606565531,-0.927099562199387,0.0182735408696684,0.062434597971367
"ID_K/InsDel_K","ID_M/InsDel_M",1,21,5,6948,6975,0.0855634381828981,4.47894516866276,0.0187828102560388,0.0639209471559264
"C_ID13/InsDel13","ID_F/InsDel_F",9,331,74,6561,6975,0.0304186050853453,0.925839377931405,0.0191009292853003,0.0647476382466282
"C_ID1/InsDel1b","C_ID2/InsDel2a",11,142,227,6595,6975,0.0311602007340374,0.849997674558469,0.0199035684372497,0.0672038134293021
"C_ID2/InsDel2a","C_ID9/InsDel9",26,212,1115,5622,6975,-0.0276119620223104,-0.464323585411411,0.0201945521269019,0.0679199585205566
"C_ID6/InsDel6","ID_H/InsDel_H",0,669,47,6259,6975,-0.026827553223358,-2.31855246803205,0.0207057091519917,0.0693681540072561
"C_ID3/InsDel3a","C_ID3/InsDel3b",2,67,785,6121,6975,-0.0264896046329739,-1.24259488018603,0.02085079734575,0.0695834748631425
"C_ID4/InsDel4","ID_M/InsDel_M",3,770,3,6199,6975,0.0363768099416019,2.08518426785973,0.0209644097731319,0.0696043187510906
"C_ID3/InsDel3a","C_ID8/InsDel8",8,61,341,6565,6975,0.0302164350883893,0.977265254972014,0.0210995670081703,0.0696043187510906
"C_ID4/InsDel4","C_ID19/InsDel19a",2,771,69,6133,6975,-0.0267016673928668,-1.251851864027,0.0210938195336412,0.0696043187510906
"C_ID3/InsDel3b","C_ID19/InsDel19a",2,785,69,6119,6975,-0.0271363669952414,-1.27212080556987,0.0214472848460222,0.070481344474905
"C_ID12/InsDel12","C_ID14/InsDel14",0,91,321,6563,6975,-0.0252529072283672,-2.19320442027563,0.0220337552833995,0.0721333205285435
"ID_C/InsDel_C","ID_N/InsDel_N_beta",10,37,2630,4298,6975,-0.0281442916262289,-0.78187349336925,0.0225745053704406,0.0736236709240506
"C_ID5/InsDel5a","C_ID12/InsDel12",24,1149,67,5735,6975,0.0293766271839402,0.593893385190283,0.0227152568869256,0.0738031553948791
"C_ID12/InsDel12","C_ID13/InsDel13",0,91,340,6544,6975,-0.0260267092348782,-2.25352099719921,0.0229763531682735,0.0743708273604642
"C_ID11/InsDel11","ID_N/InsDel_N_beta",1,13,2639,4322,6975,-0.0283927660597441,-1.70398014404244,0.0234290652405695,0.0755521542027354
"ID_L/InsDel_L","ID_M/InsDel_M",1,27,5,6942,6975,0.0754774515485617,4.23194823037817,0.0238540534282907,0.076635597021486
"C_ID3/InsDel3a","C_ID5/InsDel5b",3,66,60,6846,6975,0.0363933608371249,1.78441050756905,0.0241174606546764,0.0771938052924773
"C_ID5/InsDel5c","C_ID8/InsDel8",2,155,347,6471,6975,-0.0259597723984497,-1.20595646486749,0.0246866089517141,0.0787228529904659
"C_ID4/InsDel4","C_ID13/InsDel13",25,748,315,5887,6975,-0.0268941446402448,-0.452964695351897,0.0262982879871282,0.0835528633096584
"C_ID2/InsDel2c","C_ID5/InsDel5a",8,88,1165,5714,6975,-0.0267962092248881,-0.753079763655772,0.0267601783777306,0.0847077705265662
"C_ID1/InsDel1c","C_ID3/InsDel3b",81,492,706,5696,6975,0.0269773078287239,0.288392587648262,0.0273252299009417,0.086179571226047
"C_ID1/InsDel1b","C_ID19/InsDel19b",36,117,2175,4647,6975,-0.0262935961698179,-0.410055155560904,0.0280554873185576,0.0881597612455405
"C_ID19/InsDel19b","ID_C/InsDel_C",8,2203,39,4725,6975,-0.0259815721000313,-0.773308138257736,0.0281670641665708,0.0881885172633363
"C_ID1/InsDel1c","ID_G/InsDel_G",0,573,48,6354,6975,-0.0249039078647826,-2.16955041275068,0.0308738998682881,0.0963131441543335
"C_ID10/InsDel10","C_ID12/InsDel12",6,178,85,6706,6975,0.0283766171450823,1.04952968408133,0.0326334683315805,0.101434715644371
"C_ID12/InsDel12","ID_K/InsDel_K",2,89,20,6864,6975,0.0385972739015784,2.23574570278664,0.0328351384940654,0.101694439724426
"C_ID14/InsDel14","ID_F/InsDel_F",0,321,83,6571,6975,-0.0241033568054979,-2.10049396017237,0.03313433578893,0.102253272810999
"ID_F/InsDel_F","ID_N/InsDel_N_alpha",3,80,57,6835,6975,0.0327296322487848,1.64260573563959,0.0342140455971214,0.105208190211148
"C_ID13/InsDel13","C_ID18/InsDel18",0,340,83,6552,6975,-0.0248419341776427,-2.16080700280876,0.034506613586221,0.105730228817567
"C_ID2/InsDel2b","C_ID9/InsDel9",8,86,1133,5748,6975,-0.0247972432253758,-0.696449490195352,0.0353251716783473,0.107854513528571
"C_ID5/InsDel5a","ID_N/InsDel_N_alpha",4,1169,56,5746,6975,-0.0252798750107158,-0.938148574591542,0.03591439222308,0.109266048424282
"C_ID2/InsDel2a","C_ID3/InsDel3b",17,221,770,5967,6975,-0.0245962212965363,-0.491178005102907,0.037189706911287,0.112747667783867
"C_ID2/InsDel2a","ID_K/InsDel_K",3,235,19,6718,6975,0.0316793349431694,1.63325778378466,0.0374335323921587,0.113088671542627
"C_ID3/InsDel3a","C_ID19/InsDel19b",30,39,2181,4725,6975,0.0253043996291523,0.514386673577736,0.0378381227181117,0.11391127153949
"C_ID17/InsDel17","ID_C/InsDel_C",2,44,45,6884,6975,0.0365908975188556,2.14011700362948,0.0381211417214233,0.11436342516427
"C_ID1/InsDel1a","ID_F/InsDel_F",36,3776,47,3116,6975,-0.0248627323581928,-0.455504527956747,0.0453775611947746,0.135660000655212
"C_ID6/InsDel6","C_ID12/InsDel12",3,666,88,6218,6975,-0.0245770128301423,-0.996995724043483,0.0457839002071256,0.136401169821229
"C_ID3/InsDel3a","C_ID9/InsDel9",5,64,1136,5770,6975,-0.0246232483435723,-0.83711176399544,0.0475260113676441,0.141103088922557
"ID_B/InsDel_B","ID_L/InsDel_L",1,1223,27,5724,6975,-0.0233278579411621,-1.36568129108322,0.0476905297371311,0.141104969428419
"C_ID1/InsDel1b","C_ID12/InsDel12",5,148,86,6736,6975,0.0259109171391843,1.05931450125374,0.0491399917758224,0.144895660681449
"C_ID13/InsDel13","C_ID19/InsDel19a",0,340,71,6564,6975,-0.0229560825567423,-2.00382813347531,0.0497057211227003,0.14556675471648
"C_ID3/InsDel3a","C_ID13/InsDel13",0,69,340,6566,6975,-0.0226271707045823,-1.97515281369504,0.0495823736049496,0.14556675471648
"C_ID8/InsDel8","C_ID19/InsDel19a",0,349,71,6555,6975,-0.0232737186913424,-2.03128852099432,0.0502896136700382,0.14677748260984
"C_ID1/InsDel1c","C_ID4/InsDel4",78,495,695,5707,6975,0.0241129631230209,0.262436638058773,0.051437920073879,0.149118010719225
"C_ID1/InsDel1b","C_ID7/InsDel7",0,153,157,6665,6975,-0.0227253816570981,-1.98157295729915,0.0513454658719699,0.149118010719225
"C_ID13/InsDel13","C_ID23/InsDel23",0,340,75,6560,6975,-0.0236007106975137,-2.05887286385872,0.0518857416634251,0.149911488497346
"C_ID2/InsDel2c","ID_L/InsDel_L",2,94,26,6853,6975,0.0314224169205557,1.92306091405372,0.0562164093274788,0.161880697093509
"C_ID8/InsDel8","ID_A/InsDel_A_beta",13,336,141,6485,6975,0.023694346387679,0.609116014057037,0.0589338753372106,0.16857829456923
"C_ID9/InsDel9","ID_I/InsDel_I",0,1141,19,5815,6975,-0.0231130161964618,-2.0353780663204,0.0587900776699419,0.16857829456923
"C_ID1/InsDel1a","C_ID11/InsDel11",4,3808,10,3153,6975,-0.0234946491783909,-1.03602032409634,0.0608047751083441,0.173354011153259
"ID_C/InsDel_C","ID_N/InsDel_N_alpha",2,45,58,6870,6975,0.0302810254660918,1.86454381445127,0.0614584351751944,0.174234933011154
"C_ID2/InsDel2a","C_ID10/InsDel10",11,227,173,6564,6975,0.0232666450929765,0.648450819965451,0.0615184897042867,0.174234933011154
"C_ID13/InsDel13","ID_I/InsDel_I",3,337,16,6619,6975,0.0264912181335664,1.42561219465396,0.0623419422071255,0.175988236853557
"C_ID6/InsDel6","C_ID19/InsDel19a",2,667,69,6237,6975,-0.0233297439226044,-1.09024067091122,0.0640124001065362,0.180113321868391
"C_ID2/InsDel2c","C_ID5/InsDel5c",5,91,152,6727,6975,0.023553442516385,0.975203406510544,0.0648060736724879,0.181162433220819
"C_ID5/InsDel5c","ID_A/InsDel_A_alpha",9,148,210,6608,6975,0.0225606071831251,0.697333165439166,0.0646933690419194,0.181162433220819
"C_ID4/InsDel4","C_ID5/InsDel5b",12,761,51,6151,6975,0.0242243808201993,0.673307897803572,0.0650641388944951,0.181295221968156
"C_ID2/InsDel2a","ID_A/InsDel_A_beta",1,237,153,6584,6975,-0.0228672457625829,-1.30592940124351,0.0668926731181429,0.185789005015229
"C_ID2/InsDel2a","C_ID5/InsDel5c",10,228,147,6590,6975,0.0247189724777156,0.719395368201864,0.0687739639976719,0.190399945344037
"C_ID4/InsDel4","C_ID6/InsDel6",60,713,609,5593,6975,-0.0219328053786674,-0.250817532514436,0.0696669509670447,0.192253989687902
"C_ID1/InsDel1b","C_ID19/InsDel19a",4,149,67,6755,6975,0.0238183671119038,1.10276567296706,0.0699414950885345,0.192394975307438
"ID_A/InsDel_A_alpha","ID_B/InsDel_B",28,191,1196,5560,6975,-0.0225444447618975,-0.368696317435627,0.070381768579592,0.192989499194359
"C_ID12/InsDel12","ID_D/InsDel_D",5,86,166,6718,6975,0.0226230363028639,0.942228563195558,0.0721580415132196,0.197231980136134
"C_ID10/InsDel10","ID_N/InsDel_N_alpha",4,180,56,6735,6975,0.0234158580204773,1.08925330598957,0.073038913056493,0.199007924498862
"C_ID2/InsDel2c","C_ID19/InsDel19a",3,93,68,6811,6975,0.0247980994014554,1.31433542613866,0.0739268698339892,0.20079190828727
"C_ID5/InsDel5a","ID_H/InsDel_H",3,1170,44,5758,6975,-0.0229779645258333,-0.94948020449883,0.0746347515837403,0.201266656666749
"C_ID1/InsDel1c","C_ID10/InsDel10",22,551,162,6240,6975,0.0224281341272905,0.449011055105534,0.0750366977816798,0.201266656666749
"C_ID14/InsDel14","C_ID19/InsDel19b",87,234,2124,4530,6975,-0.0216953437246659,-0.228520966415516,0.0748557945404362,0.201266656666749
"C_ID5/InsDel5b","C_ID13/InsDel13",0,63,340,6572,6975,-0.0216116240922692,-1.88395265544412,0.0749454333762062,0.201266656666749
"C_ID3/InsDel3a","C_ID14/InsDel14",0,69,321,6585,6975,-0.0219544406281495,-1.91484593536926,0.0765401985281901,0.204661835194943
"C_ID13/InsDel13","ID_A/InsDel_A_alpha",5,335,214,6421,6975,-0.0216672527427552,-0.711776588288272,0.0777853974923782,0.207347452758321
"C_ID6/InsDel6","ID_C/InsDel_C",1,668,46,6260,6975,-0.0208763976805369,-1.19700826791814,0.084000850373345,0.223224482010648
"ID_A/InsDel_A_beta","ID_C/InsDel_C",3,151,44,6777,6975,0.0234029720312969,1.25805173574657,0.0846668137941395,0.224301928236167
"C_ID5/InsDel5b","C_ID9/InsDel9",5,58,1136,5776,6975,-0.0217368916887125,-0.73843406336891,0.0849807478120561,0.224443017994418
"C_ID5/InsDel5b","C_ID6/InsDel6",2,61,667,6245,6975,-0.0208037067240306,-0.966669349806758,0.0864629556209687,0.227659341864385
"C_ID1/InsDel1c","C_ID6/InsDel6",43,530,626,5776,6975,-0.021203294554786,-0.279654552372449,0.0880701608611683,0.230481484806887
"C_ID5/InsDel5a","C_ID23/InsDel23",7,1166,68,5734,6975,-0.0208611728259796,-0.619437974382822,0.0879082710878535,0.230481484806887
"C_ID11/InsDel11","C_ID17/InsDel17",1,13,45,6916,6975,0.0359218158608799,2.82672823702175,0.0885534046548128,0.231043883053921
"ID_M/InsDel_M","ID_N/InsDel_N_beta",0,6,2640,4329,6975,-0.0228980134145258,-2.07046558872067,0.0894059453899723,0.232563501452466
"C_ID7/InsDel7","C_ID13/InsDel13",3,154,337,6481,6975,-0.0208854273801684,-0.832289394114919,0.0900222287394387,0.233461261881496
"C_ID1/InsDel1a","ID_K/InsDel_K",8,3804,14,3149,6975,-0.0206645558193155,-0.723023352484852,0.0904724511974117,0.233924265708623
"C_ID7/InsDel7","ID_A/InsDel_A_alpha",1,156,218,6600,6975,-0.0217787095546313,-1.23947623368687,0.0975432136163797,0.25145121833444
"ID_D/InsDel_D","ID_K/InsDel_K",2,169,20,6784,6975,0.0241496740555671,1.58540879649529,0.100285790914018,0.257749450677521
"C_ID5/InsDel5a","ID_E/InsDel_E",8,1165,75,5727,6975,-0.0210627726517395,-0.591937536906869,0.102371226966068,0.261547852871764
"C_ID1/InsDel1c","ID_A/InsDel_A_alpha",11,562,208,6194,6975,-0.0209304943726712,-0.498566059392433,0.102239202688629,0.261547852871764
"C_ID17/InsDel17","ID_E/InsDel_E",2,44,81,6848,6975,0.023728446397347,1.55198345163002,0.10354263053525,0.263758002635651
"ID_D/InsDel_D","ID_H/InsDel_H",3,168,44,6760,6975,0.0209388319451691,1.14919016032957,0.107477003685765,0.272972566883314
"C_ID17/InsDel17","C_ID19/InsDel19b",20,26,2191,4738,6975,0.0206266364707093,0.514414542203572,0.110406367533192,0.279587889547288
"C_ID1/InsDel1a","C_ID12/InsDel12",42,3770,49,3114,6975,-0.0196272690478886,-0.343607586592775,0.111944566608336,0.282651823606384
"C_ID17/InsDel17","ID_I/InsDel_I",1,45,18,6911,6975,0.029725573435815,2.51092401997139,0.118281753403909,0.297004460388638
"C_ID2/InsDel2a","ID_F/InsDel_F",0,238,83,6654,6975,-0.0206263136107736,-1.78931452621854,0.118512174736821,0.297004460388638
"ID_A/InsDel_A_alpha","ID_N/InsDel_N_alpha",4,215,56,6700,6975,0.018838562580845,0.906813278540359,0.118663802989189,0.297004460388638
"C_ID5/InsDel5b","C_ID14/InsDel14",0,63,321,6591,6975,-0.02096908730686,-1.82364841093824,0.119263792372531,0.29764094270362
"C_ID1/InsDel1b","ID_L/InsDel_L",2,151,26,6796,6975,0.0214519883654451,1.44272342670786,0.124871293003892,0.307395386328178
"C_ID12/InsDel12","ID_H/InsDel_H",2,89,45,6839,6975,0.0214174219206825,1.43480968916594,0.124957474117146,0.307395386328178
"C_ID1/InsDel1b","C_ID13/InsDel13",3,150,337,6485,6975,-0.0202641814739902,-0.805441431225419,0.124126642936424,0.307395386328178
"C_ID1/InsDel1c","C_ID19/InsDel19a",2,571,69,6333,6975,-0.0199357687264642,-0.91969221900777,0.124464586974496,0.307395386328178
"C_ID13/InsDel13","ID_E/InsDel_E",7,333,76,6559,6975,0.0181384852491257,0.656639073875181,0.124400861061637,0.307395386328178
"C_ID17/InsDel17","ID_N/InsDel_N_beta",12,34,2628,4301,6975,-0.0197601931322043,-0.522680221927159,0.126358283982812,0.309955790624505
"C_ID7/InsDel7","ID_M/InsDel_M",1,156,5,6813,6975,0.0285163635759326,2.47432222307941,0.127721452898419,0.312409576549826
"C_ID7/InsDel7","ID_L/InsDel_L",2,155,26,6792,6975,0.020937713226275,1.41607460856319,0.13024993125389,0.317691758667421
"C_ID7/InsDel7","C_ID10/InsDel10",1,156,183,6635,6975,-0.0189473177048768,-1.05961626748936,0.132104826729361,0.321305807384124
"C_ID9/InsDel9","ID_F/InsDel_F",19,1122,64,5770,6975,0.0193823653287509,0.440949633012024,0.133282137577515,0.323256113955607
"C_ID2/InsDel2c","C_ID14/InsDel14",1,95,320,6559,6975,-0.0200739242980309,-1.13487375621816,0.133742181630363,0.323460725797029
"C_ID17/InsDel17","ID_K/InsDel_K",1,45,21,6908,6975,0.0270055581524934,2.36020766351437,0.135661211050431,0.3256671794315
"C_ID23/InsDel23","ID_N/InsDel_N_alpha",2,73,58,6842,6975,0.0203941173536661,1.38088701233239,0.135789218833808,0.3256671794315
"C_ID1/InsDel1a","C_ID14/InsDel14",162,3650,159,3004,6975,-0.0184641323407928,-0.176118900177265,0.13552548362772,0.3256671794315
"C_ID2/InsDel2c","ID_C/InsDel_C",2,94,45,6834,6975,0.0203530187781879,1.37971716501026,0.136303576850915,0.325992721301772
"C_ID6/InsDel6","C_ID19/InsDel19b",195,474,2016,4290,6975,-0.0178566809081724,-0.131661297690809,0.137646093559091,0.3282916525052
"C_ID1/InsDel1c","C_ID7/InsDel7",18,555,139,6263,6975,0.0179598338490719,0.402331935027421,0.140188401797875,0.333431530243013
"C_ID11/InsDel11","C_ID23/InsDel23",1,13,74,6887,6975,0.0263835567977825,2.32943975073944,0.140577666376755,0.333436283058914
"C_ID1/InsDel1a","C_ID4/InsDel4",403,3409,370,2793,6975,-0.017855062207348,-0.113947320087642,0.14542121858922,0.343977113201425
"C_ID5/InsDel5a","C_ID11/InsDel11",0,1173,14,5788,6975,-0.0201645411882759,-1.77141337563177,0.146791722033853,0.344546616623175
