"sig1","sig2","n11","n10","n01","n00","n","phi","log_OR","p_value","p_adj"
"C_ID18/InsDel18","C_ID19/InsDel19a",1,82,70,6822,6975,0.00204331825253474,0.5650353575318,0.574402630293428,0.886011626876563
"C_ID2/InsDel2b","C_ID5/InsDel5b",1,93,62,6819,6975,0.00198411356359973,0.559878549438097,0.576267724797765,0.886011626876563
"C_ID1/InsDel1c","C_ID17/InsDel17",2,571,44,6358,6975,-0.0114749933469276,-0.469915161072103,0.584847025116037,0.897599444964186
"C_ID5/InsDel5c","C_ID7/InsDel7",2,155,155,6663,6975,-0.0099950860685372,-0.372600580344641,0.58714871259855,0.897930802037925
"C_ID5/InsDel5c","ID_A/InsDel_A_beta",2,155,152,6666,6975,-0.00964557249575548,-0.352669332237087,0.586801929353538,0.897930802037925
"ID_A/InsDel_A_beta","ID_D/InsDel_D",2,152,169,6652,6975,-0.0112020201746031,-0.440978788141972,0.59235066013517,0.90108466144237
"C_ID14/InsDel14","ID_I/InsDel_I",1,320,18,6636,6975,0.00164874542916783,0.518152094729418,0.591945157997013,0.90108466144237
"ID_A/InsDel_A_alpha","ID_L/InsDel_L",1,218,27,6729,6975,0.00157138655031653,0.518749214573764,0.591391841474102,0.90108466144237
"ID_B/InsDel_B","ID_M/InsDel_M",0,1224,6,5745,6975,-0.0135365944558638,-1.01906501515607,0.598613199931029,0.903812913323768
"C_ID5/InsDel5a","ID_M/InsDel_M",0,1173,6,5796,6975,-0.013193211867578,-0.967685806642159,0.597970329191544,0.903812913323768
"C_ID9/InsDel9","ID_M/InsDel_M",0,1141,6,5828,6975,-0.0129762738642383,-0.9345328670715,0.598030271927355,0.903812913323768
"C_ID4/InsDel4","C_ID8/InsDel8",35,738,314,5888,6975,-0.00770419335818903,-0.105315906348956,0.599392768301825,0.903812913323768
"C_ID3/InsDel3b","ID_E/InsDel_E",11,776,72,6116,6975,0.00683255300275877,0.222709147406805,0.598693391270386,0.903812913323768
"C_ID9/InsDel9","ID_N/InsDel_N_alpha",8,1133,52,5782,6975,-0.00761791203788848,-0.191221081943297,0.603049620952386,0.906448089244524
"C_ID4/InsDel4","ID_A/InsDel_A_beta",19,754,135,6067,6975,0.00600822961210126,0.146089484642798,0.603245940925798,0.906448089244524
"C_ID2/InsDel2c","C_ID18/InsDel18",0,96,83,6796,6975,-0.0129640104846151,-0.863373767986393,0.631461825725391,0.910701226046168
"C_ID2/InsDel2c","ID_E/InsDel_E",0,96,83,6796,6975,-0.0129640104846151,-0.863373767986393,0.631461825725391,0.910701226046168
"C_ID23/InsDel23","ID_J/InsDel_J",0,75,104,6796,6975,-0.0128266363365532,-0.842303855444487,0.630322182463529,0.910701226046168
"C_ID13/InsDel13","ID_K/InsDel_K",0,340,22,6613,6975,-0.0127333952695546,-0.840209321893785,0.623966490911518,0.910701226046168
"C_ID5/InsDel5c","ID_G/InsDel_G",0,157,48,6770,6975,-0.0126319195950074,-0.813806218346192,0.628227738719214,0.910701226046168
"C_ID7/InsDel7","ID_G/InsDel_G",0,157,48,6770,6975,-0.0126319195950074,-0.813806218346192,0.628227738719214,0.910701226046168
"C_ID12/InsDel12","ID_E/InsDel_E",0,91,83,6801,6975,-0.0126173071987165,-0.809434329624746,0.629079003114777,0.910701226046168
"ID_A/InsDel_A_beta","ID_G/InsDel_G",0,154,48,6773,6975,-0.0125078988508227,-0.794131855820392,0.627687216004671,0.910701226046168
"C_ID5/InsDel5c","ID_C/InsDel_C",0,157,47,6771,6975,-0.0124987423974294,-0.792824442770803,0.62758725687511,0.910701226046168
"C_ID5/InsDel5c","ID_H/InsDel_H",0,157,47,6771,6975,-0.0124987423974294,-0.792824442770803,0.62758725687511,0.910701226046168
"C_ID7/InsDel7","ID_C/InsDel_C",0,157,47,6771,6975,-0.0124987423974294,-0.792824442770803,0.62758725687511,0.910701226046168
"C_ID7/InsDel7","ID_H/InsDel_H",0,157,47,6771,6975,-0.0124987423974294,-0.792824442770803,0.62758725687511,0.910701226046168
"C_ID19/InsDel19a","ID_J/InsDel_J",0,71,104,6800,6975,-0.0124762904999401,-0.787280283791965,0.628346500584628,0.910701226046168
"ID_A/InsDel_A_beta","ID_H/InsDel_H",0,154,47,6774,6975,-0.0123760291928492,-0.773150145651855,0.627210948728712,0.910701226046168
"C_ID7/InsDel7","C_ID17/InsDel17",0,157,46,6772,6975,-0.0123641698635896,-0.771399377459694,0.62711579058537,0.910701226046168
"C_ID3/InsDel3a","ID_J/InsDel_J",0,69,104,6802,6975,-0.0122975317850645,-0.758615533878156,0.627795065248312,0.910701226046168
"C_ID2/InsDel2b","C_ID23/InsDel23",0,94,75,6806,6975,-0.0121855246963513,-0.740246354362094,0.627688129697331,0.910701226046168
"C_ID18/InsDel18","ID_E/InsDel_E",0,83,83,6809,6975,-0.0120429483459083,-0.716766469264553,0.627672911614866,0.910701226046168
"C_ID18/InsDel18","ID_F/InsDel_F",0,83,83,6809,6975,-0.0120429483459083,-0.716766469264553,0.627672911614866,0.910701226046168
"C_ID5/InsDel5a","ID_L/InsDel_L",3,1170,25,5777,6975,-0.0103591539285021,-0.389375428451442,0.610616003178796,0.910701226046168
"C_ID6/InsDel6","C_ID17/InsDel17",3,666,43,6263,6975,-0.00849352361960491,-0.279543695933787,0.620592150108037,0.910701226046168
"C_ID1/InsDel1c","C_ID13/InsDel13",25,548,315,6087,6975,-0.00710709379259046,-0.108674742141327,0.61331039962065,0.910701226046168
"C_ID5/InsDel5c","C_ID10/InsDel10",5,152,179,6639,6975,0.00517672573810511,0.288200226693008,0.610317079112962,0.910701226046168
"C_ID2/InsDel2b","C_ID19/InsDel19a",1,93,70,6811,6975,0.000534560942679308,0.438258601201416,0.620253822294818,0.910701226046168
"C_ID10/InsDel10","C_ID17/InsDel17",0,184,46,6745,6975,-0.0134117571652856,-0.933618061754966,0.634663256341313,0.913787731956306
"C_ID10/InsDel10","ID_H/InsDel_H",0,184,47,6744,6975,-0.0135577317163383,-0.955043718171388,0.636579722847545,0.914511870384617
"C_ID18/InsDel18","ID_J/InsDel_J",0,83,104,6788,6975,-0.0135012228943929,-0.944195600781285,0.637290502010186,0.914511870384617
"C_ID10/InsDel10","ID_G/InsDel_G",0,184,48,6743,6975,-0.0137021927075392,-0.976026085027052,0.638651205926985,0.914939581203218
"C_ID13/InsDel13","ID_L/InsDel_L",0,340,28,6607,6975,-0.0143714093932718,-1.07750574694567,0.645459692261074,0.923157466838513
"C_ID2/InsDel2a","C_ID6/InsDel6",20,218,649,6088,6975,-0.00758296689817622,-0.128406939554875,0.653508700760544,0.931574488998061
"C_ID5/InsDel5b","C_ID5/InsDel5c",2,61,155,6757,6975,0.00594522899521325,0.569016103592997,0.653391824012692,0.931574488998061
"ID_D/InsDel_D","ID_N/InsDel_N_alpha",2,169,58,6746,6975,0.00531097724988504,0.531190181686681,0.659132846867467,0.938038646533701
"C_ID1/InsDel1a","ID_G/InsDel_G",28,3784,20,3143,6975,0.00615506204614205,0.143902252204136,0.663990984006846,0.940631176180216
"C_ID1/InsDel1b","C_ID3/InsDel3a",2,151,67,6755,6975,0.00481110077991074,0.501689775946261,0.664232003620873,0.940631176180216
"C_ID4/InsDel4","C_ID11/InsDel11",2,771,12,6190,6975,0.00457626622594302,0.47299655362343,0.662863654895851,0.940631176180216
"C_ID9/InsDel9","C_ID12/InsDel12",13,1128,78,5756,6975,-0.00644253376315449,-0.13096860548785,0.670309633415803,0.947679136898205
"C_ID19/InsDel19b","ID_M/InsDel_M",1,2210,5,4759,6975,-0.00947935046484069,-0.532359097705199,0.671843415596256,0.948290460374387
"C_ID2/InsDel2a","ID_C/InsDel_C",2,236,45,6692,6975,0.00382528165773811,0.44137297337977,0.674804194911784,0.949356882057265
"C_ID2/InsDel2a","ID_H/InsDel_H",2,236,45,6692,6975,0.00382528165773811,0.44137297337977,0.674804194911784,0.949356882057265
"C_ID12/InsDel12","ID_B/InsDel_B",14,77,1210,5674,6975,-0.00654023755919675,-0.131180330569692,0.678057632673202,0.952377849480631
"C_ID3/InsDel3b","ID_N/InsDel_N_alpha",5,782,55,6133,6975,-0.00868474073797039,-0.252608022455465,0.680071274283585,0.953650435111021
"C_ID1/InsDel1c","ID_F/InsDel_F",5,568,78,6324,6975,-0.00875607367010039,-0.249165586652932,0.685284286213755,0.959398000699256
"C_ID3/InsDel3a","ID_D/InsDel_D",2,67,169,6737,6975,0.00288883255980771,0.386754422392419,0.686719121896171,0.959846045377603
"C_ID4/InsDel4","ID_B/InsDel_B",131,642,1093,5109,6975,-0.00558198610326769,-0.0446419742161144,0.688319907649185,0.960524214726011
"C_ID1/InsDel1c","ID_K/InsDel_K",2,571,20,6382,6975,0.00179418271219702,0.308916511610566,0.701206925370605,0.976924211560018
"C_ID6/InsDel6","ID_I/InsDel_I",2,667,17,6289,6975,0.00165929909815037,0.297187315949209,0.703161071440259,0.978064107447598
"C_ID1/InsDel1b","ID_E/InsDel_E",2,151,81,6741,6975,0.00161898958961387,0.311139817752043,0.704319902371378,0.978095864422187
"C_ID6/InsDel6","ID_K/InsDel_K",1,668,21,6285,6975,-0.00963877321359386,-0.421623551212565,0.716717141466902,0.993709273434787
"C_ID13/InsDel13","ID_C/InsDel_C",1,339,46,6589,6975,-0.010506811156456,-0.468228399399953,0.728180808206107,0.994566722711622
"C_ID10/InsDel10","ID_E/InsDel_E",1,183,82,6709,6975,-0.00981371932258436,-0.408268141186083,0.726917854411586,0.994566722711622
"C_ID2/InsDel2c","ID_A/InsDel_A_beta",1,95,153,6726,6975,-0.00937589567644482,-0.373551478480175,0.725655013054089,0.994566722711622
"C_ID1/InsDel1b","C_ID2/InsDel2c",1,152,95,6727,6975,-0.00929016627769791,-0.366866852824926,0.725434713483059,0.994566722711622
"C_ID7/InsDel7","C_ID12/InsDel12",1,156,90,6728,6975,-0.00892928595253416,-0.338833237396328,0.724715435185135,0.994566722711622
"ID_D/InsDel_D","ID_F/InsDel_F",1,170,82,6722,6975,-0.00884759000798617,-0.332853093813023,0.72448515657968,0.994566722711622
"C_ID1/InsDel1c","ID_J/InsDel_J",7,566,97,6305,6975,-0.00665017269224586,-0.155248890533669,0.719415120790952,0.994566722711622
"C_ID1/InsDel1a","C_ID19/InsDel19a",37,3775,34,3129,6975,-0.00517334513889435,-0.104277967939673,0.719724506178581,0.994566722711622
"C_ID4/InsDel4","ID_K/InsDel_K",3,770,19,6183,6975,0.00457638106968981,0.364948581347608,0.728886878084824,0.994566722711622
"C_ID4/InsDel4","ID_E/InsDel_E",10,763,73,6129,6975,0.00337615349815363,0.137045185821048,0.725426625696068,0.994566722711622
"C_ID23/InsDel23","ID_A/InsDel_A_alpha",1,74,218,6682,6975,-0.0107996518072067,-0.48487258379992,0.732359965653895,0.994577177331237
"C_ID5/InsDel5c","ID_J/InsDel_J",1,156,103,6715,6975,-0.0106941424747674,-0.474988948228337,0.732280070794834,0.994577177331237
"C_ID1/InsDel1a","ID_A/InsDel_A_alpha",117,3695,102,3061,6975,-0.00443994748943377,-0.0516353363011815,0.730504522012228,0.994577177331237
"C_ID2/InsDel2c","C_ID3/InsDel3a",0,96,69,6810,6975,-0.0118082141331563,-0.677796123588236,1,1
"C_ID5/InsDel5b","ID_J/InsDel_J",0,63,104,6808,6975,-0.0117455972587737,-0.667447047298827,1,1
"C_ID2/InsDel2b","C_ID3/InsDel3a",0,94,69,6812,6975,-0.0116828662900516,-0.656559328658889,1,1
"C_ID12/InsDel12","C_ID19/InsDel19a",0,91,71,6813,6975,-0.0116594764170251,-0.652522385351507,1,1
"C_ID3/InsDel3a","C_ID12/InsDel12",0,69,91,6815,6975,-0.0114924209111886,-0.62385819640127,1,1
"ID_J/InsDel_J","ID_N/InsDel_N_alpha",0,104,60,6811,6975,-0.0114600425030679,-0.618609977795491,1,1
"C_ID18/InsDel18","C_ID23/InsDel23",0,83,75,6817,6975,-0.0114412242551016,-0.614878353951991,1,1
"C_ID23/InsDel23","ID_E/InsDel_E",0,75,83,6817,6975,-0.0114412242551016,-0.614878353951991,1,1
"C_ID2/InsDel2c","C_ID5/InsDel5b",0,96,63,6816,6975,-0.0112782410305993,-0.586628672177347,1,1
"C_ID19/InsDel19a","ID_E/InsDel_E",0,71,83,6821,6975,-0.0111287194659771,-0.559856594113788,1,1
"C_ID19/InsDel19a","ID_F/InsDel_F",0,71,83,6821,6975,-0.0111287194659771,-0.559856594113788,1,1
"C_ID2/InsDel2c","ID_N/InsDel_N_alpha",0,96,60,6819,6975,-0.0110040484722023,-0.537792119574751,1,1
"C_ID3/InsDel3a","C_ID18/InsDel18",0,69,83,6823,6975,-0.0109692685787155,-0.531192749309333,1,1
"C_ID3/InsDel3a","ID_F/InsDel_F",0,69,83,6823,6975,-0.0109692685787155,-0.531192749309333,1,1
"C_ID19/InsDel19a","C_ID23/InsDel23",0,71,75,6829,6975,-0.0105726746827423,-0.45797054307194,1,1
"C_ID5/InsDel5b","C_ID18/InsDel18",0,63,83,6829,6975,-0.0104769488057263,-0.440026974872455,1,1
"C_ID5/InsDel5b","ID_E/InsDel_E",0,63,83,6829,6975,-0.0104769488057263,-0.440026974872455,1,1
"C_ID3/InsDel3a","C_ID23/InsDel23",0,69,75,6831,6975,-0.0104211907349219,-0.429307041607128,1,1
"ID_G/InsDel_G","ID_J/InsDel_J",0,48,104,6823,6975,-0.010241291323589,-0.39577023423008,1,1
"ID_E/InsDel_E","ID_N/InsDel_N_alpha",0,83,60,6832,6975,-0.0102222369770429,-0.391191259651328,1,1
"C_ID11/InsDel11","C_ID13/InsDel13",0,14,340,6621,6975,-0.0101518968380858,-0.399633746209022,1,1
"C_ID3/InsDel3a","C_ID19/InsDel19a",0,69,71,6835,6975,-0.0101365470691367,-0.374286483458607,1,1
"ID_C/InsDel_C","ID_J/InsDel_J",0,47,104,6824,6975,-0.0101333183058859,-0.374789605709156,1,1
"ID_A/InsDel_A_alpha","ID_K/InsDel_K",0,219,22,6734,6975,-0.0101275049165124,-0.383015875246676,1,1
"C_ID11/InsDel11","C_ID14/InsDel14",0,14,321,6640,6975,-0.0098500700465268,-0.339350832823843,1,1
"C_ID2/InsDel2c","ID_G/InsDel_G",0,96,48,6831,6975,-0.00983379128939085,-0.31495443906978,1,1
"C_ID2/InsDel2a","ID_I/InsDel_I",0,238,19,6718,6975,-0.00982318263573638,-0.325310762142578,1,1
"C_ID2/InsDel2b","ID_G/InsDel_G",0,94,48,6833,6975,-0.00972940255509393,-0.293718546598225,1,1
"C_ID5/InsDel5b","C_ID19/InsDel19a",0,63,71,6841,6975,-0.00968160127980172,-0.283122251338688,1,1
"C_ID2/InsDel2b","ID_C/InsDel_C",0,94,47,6834,6975,-0.00962682633485673,-0.27273813250753,1,1
"C_ID2/InsDel2c","C_ID17/InsDel17",0,96,46,6833,6975,-0.00962535147493903,-0.272550235093341,1,1
"C_ID12/InsDel12","ID_G/InsDel_G",0,91,48,6836,6975,-0.00957080108609545,-0.261018767035722,1,1
"ID_A/InsDel_A_beta","ID_L/InsDel_L",0,154,28,6793,6975,-0.00953930427929955,-0.259523812507972,1,1
"ID_A/InsDel_A_alpha","ID_I/InsDel_I",0,219,19,6737,6975,-0.00940966692177539,-0.23946966342762,1,1
"C_ID3/InsDel3a","ID_N/InsDel_N_alpha",0,69,60,6846,6975,-0.00931088132704289,-0.205624446395199,1,1
"C_ID18/InsDel18","ID_G/InsDel_G",0,83,48,6844,6975,-0.00913512378620182,-0.168356921324626,1,1
"C_ID18/InsDel18","ID_C/InsDel_C",0,83,47,6845,6975,-0.0090388129938298,-0.14737674238354,1,1
"C_ID18/InsDel18","ID_H/InsDel_H",0,83,47,6845,6975,-0.0090388129938298,-0.14737674238354,1,1
"ID_C/InsDel_C","ID_E/InsDel_E",0,47,83,6845,6975,-0.0090388129938298,-0.14737674238354,1,1
"ID_C/InsDel_C","ID_F/InsDel_F",0,47,83,6845,6975,-0.0090388129938298,-0.14737674238354,1,1
"ID_E/InsDel_E","ID_H/InsDel_H",0,83,47,6845,6975,-0.0090388129938298,-0.14737674238354,1,1
"ID_F/InsDel_F","ID_H/InsDel_H",0,83,47,6845,6975,-0.0090388129938298,-0.14737674238354,1,1
"C_ID17/InsDel17","ID_F/InsDel_F",0,46,83,6846,6975,-0.00894149312525373,-0.125953273237777,1,1
"C_ID23/InsDel23","ID_G/InsDel_G",0,75,48,6852,6975,-0.00867868870927761,-0.0664748065814209,1,1
"C_ID10/InsDel10","ID_I/InsDel_I",0,184,19,6772,6975,-0.00860278481960867,-0.0605855356509782,1,1
"C_ID23/InsDel23","ID_C/InsDel_C",0,75,47,6853,6975,-0.00858719007106504,-0.0454947981840839,1,1
"C_ID23/InsDel23","ID_H/InsDel_H",0,75,47,6853,6975,-0.00858719007106504,-0.0454947981840839,1,1
"ID_A/InsDel_A_alpha","ID_J/InsDel_J",2,217,102,6654,6975,-0.00858361838551672,-0.292722320706436,0.773725347542117,1
"C_ID17/InsDel17","C_ID23/InsDel23",0,46,75,6854,6975,-0.00849473277498819,-0.0240714995322799,1,1
"C_ID19/InsDel19a","ID_G/InsDel_G",0,71,48,6856,6975,-0.00844163962043026,-0.0114560417634361,1,1
"C_ID2/InsDel2a","C_ID11/InsDel11",0,238,14,6723,6975,-0.00842914269191776,-0.0283010090509453,1,1
"C_ID19/InsDel19a","ID_C/InsDel_C",0,71,47,6857,6975,-0.0083526401695426,0.00952388151125554,1,1
"C_ID19/InsDel19a","ID_H/InsDel_H",0,71,47,6857,6975,-0.0083526401695426,0.00952388151125554,1,1
"ID_D/InsDel_D","ID_I/InsDel_I",0,171,19,6785,6975,-0.0082853892504006,0.0143983487857843,1,1
"C_ID3/InsDel3a","ID_C/InsDel_C",0,69,47,6859,6975,-0.0082329645958989,0.0381861875949323,1,1
"C_ID3/InsDel3a","ID_H/InsDel_H",0,69,47,6859,6975,-0.0082329645958989,0.0381861875949323,1,1
"C_ID3/InsDel3a","C_ID17/InsDel17",0,69,46,6860,6975,-0.00814432120511172,0.0596093586372276,1,1
"C_ID11/InsDel11","ID_A/InsDel_A_alpha",0,14,219,6742,6975,-0.00807431034403419,0.0575379925121849,1,1
"C_ID5/InsDel5b","ID_G/InsDel_G",0,63,48,6864,6975,-0.0079472419454931,0.108367597935631,1,1
"C_ID5/InsDel5c","ID_I/InsDel_I",0,157,19,6799,6975,-0.00793082453691191,0.10161725465368,1,1
"C_ID7/InsDel7","ID_I/InsDel_I",0,157,19,6799,6975,-0.00793082453691191,0.10161725465368,1,1
"C_ID2/InsDel2b","C_ID14/InsDel14",3,91,318,6563,6975,-0.00786884805417024,-0.237919202554864,0.801755775815874,1
"ID_A/InsDel_A_beta","ID_I/InsDel_I",0,154,19,6802,6975,-0.0078529593515243,0.121289728189955,1,1
"ID_J/InsDel_J","ID_L/InsDel_L",0,104,28,6843,6975,-0.00781064792047309,0.138816236411905,1,1
"C_ID5/InsDel5b","C_ID17/InsDel17",0,63,46,6866,6975,-0.0077787899631626,0.150770394918435,1,1
"ID_G/InsDel_G","ID_N/InsDel_N_alpha",0,48,60,6867,6975,-0.0077540314443766,0.15720107442925,1,1
"C_ID5/InsDel5c","ID_F/InsDel_F",1,156,82,6736,6975,-0.00773919627951634,-0.245093414016776,1,1
"C_ID7/InsDel7","ID_E/InsDel_E",1,156,82,6736,6975,-0.00773919627951634,-0.245093414016776,1,1
"C_ID7/InsDel7","ID_F/InsDel_F",1,156,82,6736,6975,-0.00773919627951634,-0.245093414016776,1,1
"ID_A/InsDel_A_beta","ID_F/InsDel_F",1,153,82,6739,6975,-0.00749127534899116,-0.225292735081398,1,1
"C_ID3/InsDel3a","C_ID10/InsDel10",1,68,183,6723,6975,-0.00741409827979863,-0.220219173390716,1,1
"C_ID3/InsDel3b","ID_C/InsDel_C",4,783,43,6145,6975,-0.00721773140047358,-0.208979217459404,0.815675849821284,1
"C_ID2/InsDel2c","ID_A/InsDel_A_alpha",2,94,217,6662,6975,-0.00715648732396333,-0.210257884680181,0.770813421768383,1
"C_ID11/InsDel11","ID_D/InsDel_D",0,14,171,6790,6975,-0.00710958259043637,0.311400758951654,1,1
"C_ID8/InsDel8","C_ID18/InsDel18",3,346,80,6546,6975,-0.00699220188176122,-0.1966911998913,0.799209832623626,1
"C_ID8/InsDel8","ID_F/InsDel_F",3,346,80,6546,6975,-0.00699220188176122,-0.1966911998913,0.799209832623626,1
"C_ID18/InsDel18","ID_L/InsDel_L",0,83,28,6864,6975,-0.00696701552074949,0.3662205826463,1,1
"ID_E/InsDel_E","ID_L/InsDel_L",0,83,28,6864,6975,-0.00696701552074949,0.3662205826463,1,1
"ID_J/InsDel_J","ID_K/InsDel_K",0,104,22,6849,6975,-0.00692041153105486,0.376081374716259,1,1
"ID_C/InsDel_C","ID_G/InsDel_G",0,47,48,6880,6975,-0.00685635055530391,0.401005913161358,1,1
"ID_G/InsDel_G","ID_H/InsDel_H",0,48,47,6880,6975,-0.00685635055530391,0.401005913161358,1,1
"C_ID5/InsDel5c","C_ID11/InsDel11",0,157,14,6804,6975,-0.00680533531393329,0.398618148748211,1,1
"C_ID7/InsDel7","C_ID11/InsDel11",0,157,14,6804,6975,-0.00680533531393329,0.398618148748211,1,1
"C_ID11/InsDel11","ID_A/InsDel_A_beta",0,14,154,6807,6975,-0.00673852023141848,0.41829029822364,1,1
"C_ID8/InsDel8","ID_M/InsDel_M",0,349,6,6620,6975,-0.00673406634241073,0.37647325564441,1,1
"C_ID1/InsDel1b","C_ID11/InsDel11",0,153,14,6808,6975,-0.00671611399295887,0.424930713550904,1,1
"C_ID2/InsDel2c","ID_K/InsDel_K",0,96,22,6857,6975,-0.00664504899653985,0.456892724696498,1,1
"C_ID13/InsDel13","ID_M/InsDel_M",0,340,6,6629,6975,-0.00664216084026423,0.40392018250367,1,1
"C_ID19/InsDel19a","ID_L/InsDel_L",0,71,28,6876,6975,-0.00643812121571311,0.52311636302025,1,1
"C_ID3/InsDel3a","ID_L/InsDel_L",0,69,28,6878,6975,-0.00634587662788952,0.551777863495754,1,1
"C_ID1/InsDel1b","C_ID10/InsDel10",3,150,181,6641,6975,-0.00632820741152719,-0.16136264882591,0.799879059266803,1
"C_ID2/InsDel2c","ID_I/InsDel_I",0,96,19,6860,6975,-0.00617404763086016,0.600430949886643,1,1
"C_ID18/InsDel18","ID_K/InsDel_K",0,83,22,6870,6975,-0.0061729340558872,0.603483041144699,1,1
"ID_E/InsDel_E","ID_K/InsDel_K",0,83,22,6870,6975,-0.0061729340558872,0.603483041144699,1,1
"C_ID2/InsDel2a","ID_G/InsDel_G",1,237,47,6690,6975,-0.00609322816726194,-0.116988337662084,1,1
"C_ID5/InsDel5b","ID_L/InsDel_L",0,63,28,6884,6975,-0.00606106269353825,0.642936613151231,1,1
"C_ID2/InsDel2a","ID_E/InsDel_E",2,236,81,6656,6975,-0.00606029787369291,-0.146911396432678,1,1
"ID_L/InsDel_L","ID_N/InsDel_N_alpha",0,28,60,6887,6975,-0.00591370830715504,0.691768820589824,1,1
"ID_B/InsDel_B","ID_K/InsDel_K",3,1221,19,5732,6975,-0.00578506836444858,-0.171579373040069,0.784499055095744,1
"C_ID7/InsDel7","C_ID19/InsDel19a",1,156,70,6748,6975,-0.00575952157393524,-0.0861280747409298,1,1
"ID_B/InsDel_B","ID_C/InsDel_C",7,1217,40,5711,6975,-0.00574848923416648,-0.140716843352972,0.847015824593481,1
"C_ID18/InsDel18","ID_I/InsDel_I",0,83,19,6873,6975,-0.00573539621800407,0.747020438925018,1,1
"ID_E/InsDel_E","ID_I/InsDel_I",0,83,19,6873,6975,-0.00573539621800407,0.747020438925018,1,1
"C_ID3/InsDel3a","ID_K/InsDel_K",0,69,22,6884,6975,-0.00562259088329745,0.789038544543361,1,1
"C_ID2/InsDel2a","C_ID17/InsDel17",1,237,45,6692,6975,-0.00555754024514996,-0.0736720659289287,1,1
"C_ID19/InsDel19a","ID_A/InsDel_A_beta",1,70,153,6751,6975,-0.00551723586706179,-0.0663281873362134,1,1
"C_ID23/InsDel23","ID_I/InsDel_I",0,75,19,6881,6975,-0.00544882801430773,0.848897628034962,1,1
"C_ID5/InsDel5b","ID_K/InsDel_K",0,63,22,6890,6975,-0.00537023926592097,0.880196534646234,1,1
"C_ID19/InsDel19a","ID_I/InsDel_I",0,71,19,6885,6975,-0.00529999911176894,0.903913934337572,1,1
"ID_A/InsDel_A_alpha","ID_M/InsDel_M",0,219,6,6750,6975,-0.00528284209686635,0.861070265220538,1,1
"C_ID6/InsDel6","ID_L/InsDel_L",2,667,26,6280,6975,-0.00527888091031435,-0.119188517265118,1,1
"C_ID1/InsDel1c","ID_N/InsDel_N_alpha",4,569,56,6346,6975,-0.00525252517428795,-0.119263265435126,0.816052799636534,1
"C_ID2/InsDel2b","C_ID11/InsDel11",0,94,14,6867,6975,-0.00524162984839001,0.918659753483258,1,1
"ID_H/InsDel_H","ID_L/InsDel_L",0,47,28,6900,6975,-0.00522908083704936,0.935568172852949,1,1
"C_ID3/InsDel3a","ID_I/InsDel_I",0,69,19,6887,6975,-0.00522406139373759,0.932575054760777,1,1
"ID_A/InsDel_A_beta","ID_B/InsDel_B",25,129,1199,5622,6975,-0.00519300421548188,-0.0801308274214904,0.748141261929409,1
"C_ID3/InsDel3a","ID_A/InsDel_A_beta",1,68,153,6753,6975,-0.00516047425074913,-0.0372530361864482,1,1
"C_ID11/InsDel11","C_ID12/InsDel12",0,14,91,6870,6975,-0.00515618470525882,0.95135736050388,1,1
"C_ID5/InsDel5b","ID_I/InsDel_I",0,63,19,6893,6975,-0.00498959647012028,1.02373266558339,1,1
"C_ID8/InsDel8","C_ID10/InsDel10",8,341,176,6450,6975,-0.00495098397704432,-0.0946894657227342,0.86346926447121,1
"C_ID11/InsDel11","ID_E/InsDel_E",0,14,83,6878,6975,-0.0049214674010403,1.04401342205777,1,1
"C_ID11/InsDel11","ID_F/InsDel_F",0,14,83,6878,6975,-0.0049214674010403,1.04401342205777,1,1
"ID_I/InsDel_I","ID_N/InsDel_N_alpha",0,19,60,6896,6975,-0.00486829118698268,1.07256430434913,1,1
"ID_A/InsDel_A_alpha","ID_H/InsDel_H",1,218,46,6710,6975,-0.00478031631922655,-0.0093444761829305,1,1
"ID_G/InsDel_G","ID_K/InsDel_K",0,48,22,6905,6975,-0.00468245109958889,1.15184718680423,1,1
"ID_D/InsDel_D","ID_M/InsDel_M",0,171,6,6798,6975,-0.00465164213407479,1.11492465452821,1,1
"ID_C/InsDel_C","ID_K/InsDel_K",0,47,22,6906,6975,-0.00463308443678287,1.1728260753291,1,1
"ID_H/InsDel_H","ID_K/InsDel_K",0,47,22,6906,6975,-0.00463308443678287,1.1728260753291,1,1
"C_ID11/InsDel11","C_ID19/InsDel19a",0,14,71,6890,6975,-0.00454785892075485,1.20090565062876,1,1
"C_ID19/InsDel19b","ID_G/InsDel_G",14,2197,34,4730,6975,-0.00453022687382601,-0.100100120025619,0.758116406637168,1
"C_ID1/InsDel1b","ID_A/InsDel_A_alpha",4,149,215,6607,6975,-0.00451192742439792,-0.0802192591198252,1,1
"C_ID3/InsDel3a","C_ID11/InsDel11",0,69,14,6892,6975,-0.00448269777240602,1.22956656034073,1,1
"C_ID5/InsDel5c","ID_M/InsDel_M",0,157,6,6812,6975,-0.00445257989201533,1.20213962324428,1,1
"ID_A/InsDel_A_beta","ID_M/InsDel_M",0,154,6,6815,6975,-0.00440886426608876,1.22181125521156,1,1
"C_ID1/InsDel1b","ID_M/InsDel_M",0,153,6,6816,6975,-0.00439420436143767,1.2284514981374,1,1
"ID_G/InsDel_G","ID_I/InsDel_I",0,48,19,6908,6975,-0.00435055875932426,1.29538237242364,1,1
"ID_C/InsDel_C","ID_I/InsDel_I",0,47,19,6909,6975,-0.0043046912077532,1.3163611980733,1,1
