InsDel1a	InsDel1b	InsDel1c	InsDel2a	InsDel2b	InsDel2c	InsDel3a	InsDel3b	InsDel4a	InsDel4b	InsDel5a	InsDel5b	InsDel6	InsDel7	InsDel8	InsDel9	InsDel11	InsDel13	InsDel_D	InsDel18	InsDel19a	InsDel19b	InsDel19c	InsDel_Aα	InsDel_Aβ	InsDel_B	InsDel14	InsDel_F	InsDel_J	InsDel_O	InsDel1d	InsDel_E	InsDel_G	InsDel_Kβ	InsDel15	InsDel16	InsDel_N
A[Del(T):R8]C	0.002178326875	0.00879962	0.0102690959520512	0.0135628	0.00993649	0.03784164	0.00059812	0.0007279925	0.003008755	0.00210766	0.00057635	0.000746681644035824	0.0014130296875	0.01375337875	0.0004803782751574	0.00422589778200424	0.00226626	0.001715925	0.00598558	0.00145788704527421	0.000855060970434841	0.000362005	0.00255486	0.00244411520210139	0.00216169114492842	0.000403905	0.00452981	0.00281296	0.00948426	0.00217179965010918	0.00934301820130895	0.00208281801228228	0.001473917581626	0.00514424032490215	0	0	0.0160200711219472
A[Del(T):R8]G	0.00095233625	0.00306793	0.00221726588046562	0.007693905	0.01016422	0.01018515	0.00025761	0.0008235975	0.0011374025	0.00084789	0.00038062	0.000393950231679438	0.00073623359375	0.0233541975	0.000584981638643414	0.00154089938644746	0.00174705	0.001350185	0.0025376325	0.00199490632148819	0.000329149721986694	0.000147705625	0.00176456	0.00078563044346201	0.00079930688873979	0.00021485	0.00157878	0.00095278	0.01359414	0.0018022436400139	0.00341691127911445	0.000754324200253402	0.00126786576402342	0.00453033128089396	0	0	0.0144026856884387
A[Del(T):R(9,)]A	0.003056028125	0.00571199	0.000820781534849556	0.06161703	0.01376724	0.03734348	8.947e-05	0.0008485275	0.0111403825	6.91e-05	1e-08	0.000281719060288318	0.0030962765625	0.046789356875	0.000995225421008017	0.00209231143371509	0.00567575	0.003750245	0.00565227	0.00241840199926805	0.00306809576450979	0.000965089375	0.01141435	0.00471893033390201	0.00297562067230579	0.00058082	0.01167535	0.0034609	0.062933835	0.0144572547249068	0.00272692121650321	0.00267776364883077	0.00464631714830881	0.00607852905821329	0	0	0.065019788956001
A[Del(T):R(9,)]C	0.0065123375	0.00206603	0.00170367194229159	0.06146573	0.00421109	0.05762757	0.00019508	0.00129127	0.0102652175	0.0003304	7.834e-05	0.00017722601620219	0.003046646875	0.0184424378125	0.000614760590939976	0.00193049024454048	0.00534499	0.002458675	0.00808517	0.00365944912650253	0.00264345151041551	0.001434125	0.01017705	0.00302306391595605	0.00365711922694833	0.00020274	0.01241126	0.00675244	0.047282535	0.0141388009127593	0.00441958231621625	0.00122837750492558	0.00680323953961723	0.00217352055241086	0	0	0.0543955298762532
A[Del(T):R(9,)]G	0.00154608	0.00078958	0.000596017334201965	0.0274869275	0.00361371	0.02133561	1.976e-05	0.00040725875	0.002971005	8.049e-05	3.95e-06	7.54348167717792e-05	0.00138621875	0.02973381875	0.000360254105563039	0.000213750850463406	0.00275253	0.001025535	0.003109305	0.000951057981093734	0.00152039594049728	0.00044609625	0.00378322	0.00264279415739949	0.00114131625255134	0.000411955	0.00403198	0.00355501	0.041759775	0.00701471345959072	0.000566378695421481	0.00288188572945098	0.00238161751913672	0.00256794916099643	0	0	0.0402513989740107
C[Del(T):R1]A	0.000982386875	6.191e-05	0.000638455208502059	0.000852525	3.899e-05	9.918e-05	0.00865702	0.00787646875	0.003023125	0.00392947	0.00772709	0.00752608395762232	0.00223134	0.000164593125	0.0052676723367756	0.00750693387047516	0.00028924	0.009235855	0.002420325	0.000599532419131661	0.00410887982707419	0.003495724375	0.00299177	0.00420927354588012	0.00219268992774093	0.00701373	0.00137851	7.07e-06	9.083e-05	0.000436223656298057	0.00192870479748245	0.00113899512660741	0.00263183407164294	7.40956968690155e-05	0.000685588920883039	0	7.8132332914729e-05
C[Del(T):R1]C	0.000508171875	0.00011921	0.00128953742386554	0.00075784	5.731e-05	0.00027514	0.00766028	0.0028333775	0.002084225	0.0040037	0.00681386	0.00590608515411068	0.00250700859375	0.0002075384375	0.00424693815101183	0.00879721102399461	0.00027646	0.00245816	0.003362375	0.000963506315289357	0.00441136975722749	0.003628385625	0.00235782	0.00845134891404502	0.00107212428152666	0.00838426	0.00215602	0.00119228	0.00012584	0.000487233751849912	0.00104690017600674	0.00462172795448927	0.00112529572498338	0.000127032332153171	0.00438776909365145	0	0.000271011862226071
C[Del(T):R1]G	0.001212886875	1.316e-05	0.000290525513241304	0.0003756425	4.79e-06	0.00011316	0.01213471	0.00607832125	0.0028875	0.00690125	0.00930424	0.0110364117114891	0.0016893603125	0.0001637290625	0.00456997412643786	0.00842656391423412	0.00050317	0.002763195	0.001573735	0.000224056405476553	0.00538970475174234	0.00462856625	0.00187932	0.00618976383287632	0.00204711188165348	0.011356255	0.00152257	0.00032315	3.2835e-05	0.000579623388792457	0.00238635906060585	0.00125553368960499	0.0016710198058624	1.96933638774341e-05	0.00589606471959413	0	0.00010032121284305
C[Del(T):R2]A	0.00037823625	0.00023539	0.000164585903484343	0.0008236225	0.00010513	0.00013536	0.00648497	0.00711894875	0.0021705175	0.00195432	0.00596522	0.00547560104223824	0.001061840625	0.0001941371875	0.00202075788950837	0.00421714630390133	7.656e-05	0.024685805	0.00204659	0.00106962147255333	0.0025062939733482	0.00144972875	0.002616	0.00299611027489726	0.00113489854760073	0.007025875	0.00131952	0	0.00013884	0.000247713668767588	0.00186002566662532	0.00235877974597376	0.00166754052574477	0.000483727021036925	0.00342794460441519	0	3.96416327708597e-05
C[Del(T):R2]C	0.00054996375	0.00047138	0.00031137051010551	0.0006294675	0.00020857	0.00027224	0.00677812	0.0048215125	0.0017974325	0.00311474	0.00762889	0.00566770562455159	0.0012487415625	0.0002399940625	0.00285272067374042	0.00432785494769234	8.988e-05	0.00276034	0.00069891	0.0020668954660954	0.0028657334684502	0.002091540625	0.00219178	0.00223548054083237	0.000772486689993559	0.00750785	0.00047012	0	0.000113185	0.000274998658290698	0.00106334774868259	0.00242185566771313	0.00191701295475762	0.00059825414509057	0.0172768408062526	0	5.62383958577898e-05
C[Del(T):R2]G	0.00027577625	0.00016589	0.000312022731534303	0.0004210025	0.00023737	9.34e-05	0.00605983	0.00825900875	0.001390375	0.00217043	0.00535164	0.00513620748153927	0.000871064375	0.000150079375	0.00214540409827933	0.00409865671559275	5.538e-05	0.00075889	0.00114524	0.000258384007000097	0.00235652009235523	0.001805953125	0.00125557	0.00366924548639151	0.000562562283618701	0.006217625	0.00075781	0.00071202	6.281e-05	0.000179180484477157	0.00120308570630891	0.00103715480459403	0.00101555762115746	0.000523238489022213	0.0141231317701906	0	7.09501462822916e-05
C[Del(T):R3]A	0.00061515625	0.00072822	0.000710721342812262	0.0010356025	0.00043681	0.00015429	0.00576805	0.004066425	0.001202995	0.00216183	0.00778099	0.0044946626501944	0.00265123734375	0.000291421875	0.00239004751384282	0.00952033525391776	0.00022886	0.006689475	0.0025374175	0.00164652844931703	0.00225175712900918	0.001625508125	0.0020612	0.00230445936077373	0.00122543746089367	0.00515917	0.00167266	0.00085781	0.000243715	0.000313425386872263	0.00160420282190318	0.000821993790322178	0.00313310180165471	0.00130004268142909	0.00836418483477307	0	6.85827381680039e-05
C[Del(T):R3]C	0.00049235375	0.00059617	0.000455711460440135	0.0011852425	0.00038301	0.00034747	0.0059269	0.0019010175	0.0017775975	0.0026185	0.00898033	0.00437795010137485	0.0013932665625	0.0003200725	0.00249321159291604	0.0063276922071088	4.955e-05	0.001215525	0.000965065	0.00133852819540593	0.00379294459945976	0.00234530125	0.00243084	0.00146722482090383	0.00112850868471696	0.005095415	0.00103837	0.00013159	0.000184575	0.000393245762223258	0.00154863968944503	0.0016320881258002	0.00196734184778876	0.000936565242516292	0.0153571918277801	0	5.23032025249595e-05
C[Del(T):R3]G	0.00032590625	0.00026518	0.000508584877600909	0.0012468575	0.00030597	8.547e-05	0.0051698	0.00466908	0.0015130525	0.00426066	0.00793451	0.0040014084259006	0.00277920625	0.0002402171875	0.00254602082485957	0.010261581669379	0.00024319	0.00151561	0.001112545	0.000711552543569452	0.00218793423913074	0.00181913	0.00147521	0.00308167309332429	0.00073774244475231	0.00490994	0.00085401	3.613e-05	0.000115315	0.000356658919293628	0.0024400516413936	0.00151701531091544	0.00276677181701452	0.000603196976720931	0.024132730015083	0	5.03290515725137e-05
C[Del(T):R4]A	0.00048669875	0.00167443	0.00185894412377277	0.00142184	0.00449929	0.00080565	0.0057722	0.00388799125	0.0015123275	0.00250355	0.00637892	0.0048762271427406	0.00231392078125	0.001954565	0.00229462579792071	0.0126125553118402	0.00038614	0.01251785	0.002480525	0.00045775027783526	0.0017844581239947	0.00145781125	0.0018904	0.00214709976938265	0.000778124928195752	0.0032842	0.001289	0.00043987	0.001026745	0.000443374712628329	0.00205126467112968	0.00115631758784434	0.000935695070017948	0.00639451165439397	0.00658165364047717	0	0.000683691995291238
C[Del(T):R4]C	0.000622880625	0.0013857	0.00156832295138858	0.00112834	0.00227059	0.00140809	0.00399109	0.0029951975	0.001115495	0.00258818	0.00680832	0.00372854772366457	0.00156812390625	0.0022725	0.00149018069827007	0.00753926831415191	0.00017414	0.001377595	0.0009961375	0.00059831710628125	0.00249761857377781	0.002009703125	0.00114532	0.00188125164005795	0.00263649393658459	0.00255877	0.00125522	0.00083936	0.001124725	0.000336767765757251	0.00161248195000651	0.000813184903117464	0.00165747474713854	0.00313693612952489	0.0220759632524338	0	0.000757244193127717
C[Del(T):R4]G	0.000407304375	0.00050369	0.00170614168743528	0.0011906575	0.00196989	0.00057584	0.00443857	0.00597797375	0.0011080375	0.00172854	0.00628547	0.00428643803032479	0.0026771459375	0.0015928378125	0.00164536340720864	0.0140137567832807	9.598e-05	0.00124099	0.0014716025	0.000932695623556713	0.00183311809116293	0.001249578125	0.00094964	0.00383178459218963	0.000654936988327423	0.002343365	0.00063658	0.00059211	0.00095981	0.000405558546567769	0.00199275735675243	0.00076496303528918	0.000543019091423405	0.00213304234763983	0.0180995475113122	0	0.000412065341035488
C[Del(T):R5]A	0.00023192	0.00252555	0.00172347338486973	0.0015087575	0.00562898	0.00174646	0.00319874	0.00317776875	0.001403985	0.00162056	0.0036887	0.0035638899435084	0.00159093453125	0.0048799828125	0.00119817344943478	0.00691083947972271	0.00039267	0.004547015	0.001826245	0.00060869037248052	0.00115515778812132	0.001304709375	0.00072329	0.000602139777337027	0.000664462719674125	0.001544335	0.00075782	0.00026208	0.002285235	0.000291084032880959	0.00232736473869312	0.00186510198065687	0.00183630572289591	0.00679770326416649	0.00493624023035788	0	0.00192879004968459
C[Del(T):R5]C	0.000651181875	0.00150192	0.0023203516513577	0.000796595	0.00241492	0.00459255	0.00405058	0.00200908375	0.0004425075	0.0017985	0.00345711	0.00343668113938874	0.00117460421875	0.0053918134375	0.000703631148535976	0.00428934822169504	0.0004105	0.001167735	0.0006940425	0.000594188921792464	0.00110395921880435	0.0005395025	0.00076424	0.00093325721782182	0.000544929550559494	0.00118157	6.592e-05	0.00088145	0.00269821	0.000372640067125333	0.00161936646562184	0.000362742203383931	0.000656578369944997	0.00247285032783058	0.0211161387631976	0	0.0015888913304187
C[Del(T):R5]G	0.00019674	0.00044724	0.000515028825317378	0.00077202	0.00172612	0.00154845	0.00351328	0.00335262125	0.0006614675	0.00074601	0.0031698	0.00263381119463368	0.001160229375	0.0038438009375	0.000796790467595085	0.00570069638275007	0.00020205	0.000684255	0.001127155	0.000294237023656194	0.00080121896276094	0.000499548125	0.00018922	0.00104991835020918	0.000315004668470363	0.00148818	0.00072227	0.00056772	0.00178089	0.00022646818337091	0.00111494841073835	0.000366087558164952	0.00144316718104874	0.00168672180319986	0.0134375428493076	0	0.00142827199695044
C[Del(T):R6]A	0.000705971875	0.00808953	0.00239458314623999	0.002543425	0.01057292	0.00340957	0.00153036	0.00218597625	0.0010566725	0.00097184	0.00177119	0.00161693663317142	0.000591165	0.008893139375	0.000869074253348478	0.0049632187059536	0.00061758	0.0024405	0.0024366025	0.000544740758059429	0.000655207848812832	0.00053163875	0.00091749	0.00151602688492758	0.0008165917972535	0.00045836	0.00152662	2.525e-05	0.004044545	0.000453580006176719	0.00375166254964516	0.00124874354538241	0.00217326294099385	0.0135779584886031	0.00507335801453448	0	0.00378156086827076
C[Del(T):R6]C	0.000611913125	0.00338145	0.0018245416174754	0.00196369	0.00507648	0.00890331	0.00158868	0.0020728175	0.0009803425	0.00301301	0.00161619	0.00209253962440011	0.00049970921875	0.003363254375	0.000677560797095896	0.00454096099921015	0.00030639	0.000877755	0.0013032	0.000683112385072107	0.000591439045616624	0.000430131875	0.00059058	0.000743281544929	0.000612764034467559	0.000859605	0.00054656	0.00056208	0.001777545	0.00051252531422199	0.00348255768122785	0.000632719164715849	0.000771907455694058	0.0051958515952381	0.00863842040312628	0	0.00196862437846476
C[Del(T):R6]G	0.0001544025	0.00141946	0.000679953883944693	0.0013622825	0.00423988	0.00159306	0.00161201	0.00177691625	0.00058976	0.00071031	0.00169465	0.00158953851911368	0.0007190971875	0.004609100625	0.000633467061048866	0.00513278415280922	0.0001601	0.00056914	0.0015099025	0.000221607601263942	0.000522159209844287	0.000601225625	0.00083792	0.000849886140634653	0.000599333198995623	0.00058325	0.00064058	4.14e-06	0.001942925	0.000284496296997692	0.00198334925663502	0.000191316521920498	0.000398458019252466	0.00457960367190956	0.00630741807212395	0	0.00163040879985154
C[Del(T):R7]A	0.00107392625	0.01878299	0.00258937125002028	0.00592265	0.01388201	0.00684186	0.00115865	0.001086485	0.0016026425	0.00128497	0.00059256	0.00112445508534255	0.00061343421875	0.0196068925	0.000634172411515993	0.00226824927290887	0.00144583	0.00141462	0.0043316575	0.000452259341777962	0.000328866251059921	5.9345e-05	0.00079145	0.000886296640989914	0.000827063117896586	0.000357895	0.00308756	0.00101278	0.008408495	0.00145776301712639	0.00393481058804854	0.00090007622542514	0.00177574010396954	0.0115350409574411	0.00150829562594268	0	0.0103594855869658
C[Del(T):R7]C	0.00046091	0.00665722	0.0111177838677673	0.005753085	0.01011343	0.04331156	0.00146781	0.00134400625	0.0011964575	0.00137183	0.00099487	0.00142718316285615	0.0003433259375	0.0128575615625	0.000664773828282978	0.00448511251674341	0.00097792	0.000776765	0.002607455	0.000513888784695204	0.000739390558002622	0.00037530375	0.0020646	0.0020925821961208	0.00126536272504874	0.00034088	0.0016858	0.00106934	0.007803955	0.000616620642548857	0.00588621657769666	0.000572723242266684	0.00151613150629027	0.00827168060438637	0.00370218017276841	0	0.0121169754386665
C[Del(T):R7]G	0.000391859375	0.00411765	0.0012496997389949	0.0038322075	0.01154212	0.00876178	0.00090657	0.00097905	0.0009193175	0.00158811	0.00072174	0.00105236492849846	0.00060017421875	0.02308362375	0.00058636195606057	0.00325578776286175	0.00077016	0.001127005	0.002295235	0.00018981758573809	0.000403261041112655	0.000345928125	0.00077059	0.000625978280120271	0.000309645208264945	0.0008446	0.00128245	0.00013673	0.010728185	0.000456521183375904	0.00451043135829124	0.000677806511931836	0.00128481971280473	0.00888281417826773	0.00164541341011929	0	0.0104038345079639
C[Del(T):R8]A	0.000562653125	0.00677234	0.00287713134440351	0.00994109	0.00957792	0.01142392	0.00052224	0.00061969	0.0021103075	0.00128771	0.00017421	0.000593892888890624	0.0008027078125	0.033088955	0.000288556555552285	0.000897586813598307	0.00163167	0.001860655	0.005029215	0.000625210831331508	0.000459795591870725	0.00012606125	0.00171653	0.00258731073206583	0.000586299865948654	0.00021211	0.0047054	0.00205323	0.016111735	0.00184273929000229	0.00454033804831155	0.0012005920904447	0.000484595341471182	0.00168611369457657	0	0	0.0186929482909815
C[Del(T):R8]C	0.000617264375	0.00229221	0.00581638025768521	0.0090132725	0.00452715	0.04902857	0.00051671	0.00063854625	0.0017025725	0.00102256	0.00035842	0.000710026057742658	0.0003078459375	0.0205141975	0.000442461675116452	0.0023527579567848	0.00132547	0.00095212	0.003405395	0.000646310280944457	0.000339414312022803	0.00012019875	0.00091754	0.000514178249369027	0.000574655342717242	0.00016226	0.00195402	2.002e-05	0.014712095	0.0010853875360064	0.00518863362487302	0.000355170154014944	0.000810310261385544	0.000577687599600201	0	0	0.0220526019023131
C[Del(T):R8]G	0.000227334375	0.00025307	0.000704660031667351	0.006569485	0.00156108	0.01186632	7.175e-05	0.0005238625	0.001467045	0.00127716	6.663e-05	0.00033792741459881	0.0002247028125	0.0383343015625	0.000389990234156086	0.000464540953461733	0.00110049	0.00115439	0.0019175175	0.000297509353619458	0.000199555783696215	5.14725e-05	0.00068616	0.000779527532019283	0.000438917587266838	4.2475e-05	0.00083258	2.559e-05	0.019530775	0.000870609696988576	0.00272683266967857	0.00171699837549849	0.000423597326460823	0.00056398176678289	0	0	0.0175207443841072
C[Del(T):R(9,)]A	0.00260012375	0.00296772	0.000469721176730597	0.0304921975	0.00322931	0.0202153	7.35e-06	0.00043862375	0.0044696025	0.0001234	1.73e-06	0.000178110260764268	0.00135974796875	0.035114171875	0.000645575206993394	0.000351815645382272	0.00277162	0.00115535	0.00642962	0.00125194169784065	0.00256385289174516	0.00129492	0.00577172	0.00515670543888761	0.00198079290972797	0.000116695	0.00673432	0.00292316	0.03896034	0.00749329991166258	0.00123727584897091	0.00203036943175772	0.000517246273673397	0.000943129697142103	0	0	0.0385421997909269
C[Del(T):R(9,)]C	0.00205706	0.00025657	0.00265557607318557	0.0478607725	0.00156998	0.07756382	0.00011637	0.000702665	0.004899315	2.07e-06	1.551e-05	0.000267194779884051	0.0005535859375	0.026566038125	0.000970555724324366	0.000238371052961781	0.00434997	0.000311885	0.0062723975	0.000787544191463344	0.00109315989784588	0.00054120125	0.0063727	0.00147236718715426	0.00331451023411026	3.7925e-05	0.00600196	0.00302823	0.056778605	0.00773288071994465	0.00447421570701574	0.000872593641218493	0.00390652767150415	0.000603477642239375	0	0	0.0613618157051251
C[Del(T):R(9,)]G	0.000197493125	4.933e-05	0.000172456042058438	0.018287705	0	0.01982245	2e-08	0.00023482125	0.0042443575	9.018e-05	6e-08	9.10786927245907e-05	0.00052563453125	0.049454741875	0.000459341552529642	0.00010062421062643	0.00210174	0.00026042	0.001121505	0.000444757118281367	0.00286999012702324	0.000856409375	0.00254146	0.000790565841411346	0.000959815707703729	0.000138525	0.00192102	0.00238391	0.04722831	0.00186499723263253	0.00155888898439648	0.00268590250638367	0.000827153597215144	0.000419750875360669	0	0	0.0386589539097061
G[Del(T):R1]A	0.000498561875	0.00015562	0.00059820010191699	9.30975e-05	6.67e-06	2.353e-05	0.00420945	0.00286492125	0.0011765425	0.00187572	0.00567991	0.00324524103083576	0.001140758125	7.5138125e-05	0.00215111430070148	0.00577201448129939	0.00022201	0.00249463	0.0020884775	0.000389272967422863	0.00203996063925435	0.001600599375	0.00116104	0.0015953169717674	0.000812125190394091	0.005135745	0.00121153	0	2.602e-05	0.000257128440966842	0.00080646234206484	0.0011514323092704	0.0007115127840567	4.147612661439e-05	0.00123406005758947	0	2.14325153203781e-05
G[Del(T):R1]C	0.00041242375	0.00017145	0.00093932930174687	0.00100512	1.683e-05	0.00011324	0.00297935	0.00126532	0.000671265	0.00131648	0.00556176	0.0025501884659386	0.0017111909375	6.4315e-05	0.00282673240325388	0.00573351887252529	3.527e-05	0.00140543	0.0031219925	0.00112616082131569	0.00120733705423571	0.0008109425	0.00114217	0.00258307584221253	0.000606761045985124	0.00513134	0.00087462	9.611e-05	8.895e-06	0.000240573443696885	0.00130023264128603	0.000769361275717515	0.002149631992218	3.51455599206147e-05	0.00164541341011929	0	4.4988619314702e-05
G[Del(T):R1]G	0.00081513	0.00041178	0.000437918859862678	0.000877405	5.638e-05	0.00011019	0.00497837	0.00232469	0.0013615875	0.00462767	0.00513289	0.00346725122921111	0.0017036221875	0.000136125	0.00299298413714181	0.0069829846996781	0.00023545	0.00178909	0.002122915	0.000272086607988828	0.00359895170035863	0.00206738125	0.0006987	0.00299861512202854	0.000970620514877687	0.00647925	0.00196436	0.00011072	0.00024309	0.000438285137302818	0.00110618227509953	0.00181244834192545	0.00100211311966243	6.42256261370949e-05	0.00397641574112162	0	0.000219016711144554
G[Del(T):R2]A	0.000216586875	0.00020403	0.000448623987580591	0.0011624925	0.00016984	0.00031876	0.00504935	0.0012975275	0.0011726525	0.00223907	0.00490601	0.00356088581135309	0.00065360328125	0.0001818240625	0.00101061226518402	0.00343243488089568	9.086e-05	0.095131145	0.0082702625	0.00263294924472261	0.000822783410891026	0.001416168125	0.00233301	0.00493997247947807	0.000780573756477631	0.00401261	0.00286901	0.00039773	8.995e-06	0.000161913745768247	0.000854200148895913	0.00163827995907082	0.00155106508758701	0.00023568107284831	0.00342794460441519	0	5.90672257086385e-05
G[Del(T):R2]C	8.5564375e-05	0.00016125	0.000726948611960617	0.00069931	5.542e-05	0.00036927	0.0031761	0.000662805	0.000577165	0.00052243	0.00493595	0.00246784651295804	0.00072254109375	7.7293125e-05	0.00167355542429604	0.00276697568771012	5.107e-05	0.001874095	0.0019610775	0.000758694506135091	0.000780914083430207	0.00072567375	0.00102581	0.00111854691610253	0.00123806254024515	0.00502241	0.00039797	0.00030487	1.9965e-05	0.000127317403427142	0.000588924930644039	0.000997737547852357	0.000658056561208848	0.000142141492562699	0.010832304949952	0	2.56403669520854e-05
G[Del(T):R2]G	0.000277330625	4.86e-05	0.000390332784417981	0.000621085	4.108e-05	0.00031771	0.00380877	0.00396703625	0.000542905	0.00102178	0.00414244	0.00260724871370047	0.00065872703125	7.20015625e-05	0.00106908969328567	0.00362952101378252	5.045e-05	0.002019835	0.0029263	0.000907410453464044	0.00154521403147654	0.001454849375	0.00070711	0.00181017129582848	0.000836401193183911	0.005271295	0.00034934	0.00020111	2.5515e-05	0.00013898715794989	0.000611869626577453	0.000548184804378185	0.000920943324548084	2.96725823109715e-05	0.0123406005758947	0	5.16110699201179e-05
G[Del(T):R3]A	0.000432218125	0.00249321	0.00119477399840486	0.0007051125	0.0027712	0.0010601	0.0038035	0.00118474125	0.0009075775	0.00162832	0.00546616	0.00315492243094061	0.002086646875	0.0001820478125	0.00164513980641797	0.00536931419360911	4.116e-05	0.00385765	0.001603755	0.00181996598609419	0.00100939845320907	0.000874478125	0.00104391	0.00113476473990164	0.000516640402420193	0.00367717	0.00113895	2.91e-06	0.00012546	0.000267910256396971	0.00158103675890818	0.00099500525047796	0.00097263979589135	0.00516441705717246	0.00411353352529823	0	8.52319355431796e-05
G[Del(T):R3]C	0.000206263125	0.00228758	0.000976297212330825	0.00082405	0.003632	0.00485096	0.00429992	0.00092061875	0.0007285025	0.00242574	0.0064632	0.00292432221378289	0.0010249271875	0.000275698125	0.00150081369063336	0.003794684040251	5.146e-05	0.00170708	0.000889345	0.00171700003636917	0.00081738288341462	0.00096302875	0.00057983	0.00112082887429416	0.000762547074095981	0.003561105	0.00056869	0.00024459	0.000118045	0.000169836038491063	0.0013725864653655	0.000534574531869666	0.00240178929924071	0.00540613243866729	0.0127519539284245	0	0.000115723785015187
G[Del(T):R3]G	0.000181950625	0.00110956	0.000464564279300278	0.0006367075	0.00181854	0.00157474	0.00332999	0.001935635	0.0009084725	0.00137445	0.00530951	0.00297994095067843	0.00125829265625	0.0002239178125	0.00174027857387617	0.00599963851459388	5.9e-05	0.00130442	0.0005004425	0.000864156837595107	0.00120457443405306	0.0011270525	0.00096254	0.000587232752778227	0.000616874828352488	0.004308225	0.00043552	0	0.000116085	0.000192757012331107	0.00206044033583243	0.000969063088541796	0.000707621219300846	0.00309149950059469	0.0174139585904292	0	0.000191867547548202
G[Del(T):R4]A	0.000305781875	0.00374901	0.00090501375830667	0.0013160525	0.01244016	0.00825927	0.00403448	0.0015104975	0.001014585	0.00120174	0.00484476	0.00342790258182938	0.00260779640625	0.0008828909375	0.0012774123564582	0.00959931756614106	0.00014555	0.007501425	0.001138885	0.000534548256023799	0.00220741017289872	0.001398621875	0.00036548	0.000859587116388831	0.00153670350306694	0.002140395	0.00106483	0.00035969	0.00076048	0.00026472643012038	0.00274986591243662	0.000823451141448919	0.000616486202809108	0.0165587042571143	0.00836418483477307	0	0.00104803295802281
G[Del(T):R4]C	0.000291695	0.00228095	0.00152954621337544	0.001767765	0.00627731	0.00573241	0.00252041	0.0008551425	0.0006582325	0.00058351	0.00476677	0.00228104268381705	0.0014695915625	0.0007447134375	0.000989422084001767	0.00569665082522764	0.00012049	0.00147454	0.0019801725	0.000384082062531348	0.00140126815355043	0.000863395	0.00034226	0.00105589920342306	0.00108395014880421	0.002214765	0.00034739	3.667e-05	0.00068363	0.000264895303525206	0.00176802551583008	0.000264296723360882	0.00109094537561388	0.00791043289709232	0.0161798985328397	0	0.000894425399750198
G[Del(T):R4]G	0.000219906875	0.00132821	0.000594165025344194	0.001109825	0.00565819	0.00838185	0.00251849	0.00247405625	0.0012600275	0.00147182	0.00513294	0.00280948938510798	0.00343147296875	0.000770314375	0.00174923957084354	0.0108474226451742	0.00013735	0.00144867	0.002295065	0.000655015807485189	0.0017550778318036	0.00149948375	0.00058507	0.000993055136201514	0.000437266624772641	0.00189364	0.00157085	0.00053579	0.0005778	0.00032420733614494	0.00185836541366343	0.000447532423079567	0.00121642068575223	0.00686496943342005	0.0149458384752502	0	0.000844085861320035
G[Del(T):R5]A	0.000380455625	0.00453995	0.00211908481471807	0.0023413525	0.02006999	0.0176459	0.00385642	0.00137301875	0.0010339825	0.00103386	0.00365612	0.00321367267444464	0.00147317046875	0.002923563125	0.00147372911678689	0.00928777183835558	0.00056765	0.003073135	0.00175155	0.00116169817482562	0.00172551460565343	0.0011035075	0.00116786	0.000846749774841043	0.00100391475918943	0.001308475	0.00114665	0.00059743	0.00249955	0.000392361750191613	0.00254755855485295	0.000757999650771128	0.00124432531675351	0.0239512780876212	0.00411353352529823	0	0.00261563334569939
G[Del(T):R5]C	0.000300188125	0.0021936	0.00248247650598406	0.002035745	0.00579645	0.00984408	0.00318166	0.00101974125	0.0005871	0.0013409	0.00252357	0.00243000300706404	0.001591525	0.001841931875	0.000579998848827683	0.00450622412359992	0.00057213	0.0007855	0.00064575	0.000673746847552981	0.00121806830893214	0.00054304	0.00121487	0.00141087637420915	0.000930774668581898	0.000835635	0.00066406	0.00032271	0.00139674	0.000264420753024367	0.00143232236693454	0.0004616601251562	0.000652254409105159	0.00668337884298727	0.0133004250651309	0	0.00181126776858259
G[Del(T):R5]G	0.00026313625	0.001588	0.00196667371123785	0.0020145475	0.00740375	0.0064117	0.00230341	0.0018476725	0.00101596	0.00193397	0.00270347	0.00210744494094476	0.0021084765625	0.00327198125	0.000978090768703807	0.00873452433753765	0.00061702	0.001038625	0.001157095	0.000265715275608926	0.00131552901844583	0.000925158125	0.00072026	0.00050239166996529	0.000860362163503009	0.000668955	0.00059503	0.00042471	0.00169168	0.00038181246042535	0.00231811159551881	0.000440845197584219	0.000794211049049312	0.00806684155350922	0.0120663650075415	0	0.00161285117843251
G[Del(T):R6]A	0.00030393875	0.0030369	0.00190274731493047	0.00242404	0.01352253	0.01693569	0.00128493	0.00067190375	0.00060233	0.00120575	0.00091144	0.00130947111122547	0.00050696046875	0.00535274	0.000789561346079544	0.00370027991600489	0.000408	0.001751285	0.00089306	0.000179654303987522	0.000529811376200763	0.0003650325	0.00034706	0.000259474567026692	0.000497175135506901	0.00053226	0.00015556	0.00103522	0.00400092	0.000314310847455912	0.00191263354881129	0.000215094493728783	0.000485158461952649	0.0147639730069002	0.00246812011517894	0	0.00410356507581565
